,eta,alpha,vector,Error
0,0.1,0.8,[1],823.7045168074217
1,0.1,0.9,[1],882.3945256223489
2,0.1,0.8,[1],921.7493066665319
3,0.1,0.0,[1],1090.4572615389343
4,0.1,0.0,[1],1735.7534552894977
5,0.1,0.0,[1],11014.921992029625
6,0.1,0.0,[1],23622.20974768162
7,0.1,0.9,[1],356.25194286367804
8,0.1,0.9,[1],611.6484111951985
9,0.2,0.9,[1],773.8224048094752
