,eta,alpha,vector,Error
0,0,0,[],851.4950155139333
1,0,0,[],968.8355994652359
2,0,0,[],1042.3621379222914
3,0,0,[],1161.9256940759064
4,0,0,[],1749.8372582945015
5,0,0,[],10977.637584862729
6,0,0,[],23270.3958589619
7,0,0,[],396.831530389355
8,0,0,[],655.0604050302985
9,0,0,[],796.4540924613794
