,eta,alpha,vector,Error
0,0.3,0.9,[5],0.076797468431041
1,0.2,0.0,[2],0.13448714576495543
2,0.1,0.8,[3],0.7239138155397818
3,0.3,0.8,[6],0.03025807639275047
4,0.3,0.0,[3],0.05877366750584086
5,0.3,0.0,[3],0.09001458021049866
6,0.3,0.9,[5],0.007338267587295775
7,0.2,0.8,[4],0.003744045337089818
8,0.1,0.8,[4],0.0740661102501588
9,0.1,0.8,[3],0.0395944976600213
