,Fold,eta,alpha,Error_0_Layers,1_Layers,Error_1_Layers,2_Layers,Error_2_Layers
39,4,0.2,0,6.99E-06,[3],0.005772052,"[3, 2]",0.043589176
40,4,0.2,0.8,0.000646214,[2],0.008679247,"[2, 3]",0.030516103
41,4,0.2,0.9,0.001476766,[4],0.014242448,"[4, 4]",0.017421491
42,4,0.3,0,0.000107555,[3],0.004559029,"[3, 4]",0.006013302
43,4,0.3,0.8,5.57E-05,[2],0.034542264,"[2, 4]",0.018622148
44,4,0.3,0.9,4.30E-05,[2],0.693611046,"[2, 2]",0.010456713
45,5,0.1,0,9.61E-07,[4],0.017067849,"[4, 4]",0.01071507
46,5,0.1,0.8,0.000554265,[3],0.008445035,"[3, 2]",0.039411376
47,5,0.1,0.9,0.000152215,[1],0.063895147,"[1, 2]",0.02459075
48,5,0.2,0,1.92E-06,[3],0.006481804,"[3, 3]",0.007838816
49,5,0.2,0.8,3.97E-07,[2],0.040161673,"[2, 4]",0.026784478
50,5,0.2,0.9,2.72E-07,[2],0.032851722,"[2, 3]",0.004799853
51,5,0.3,0,6.23E-08,[3],0.004642699,"[3, 4]",0.00524374
52,5,0.3,0.8,2.61E-08,[2],0.00807413,"[2, 2]",0.00820547
53,5,0.3,0.9,2.18E-08,[3],0.013933085,"[3, 4]",0.003942414
54,6,0.1,0,0.000158057,[4],0.013905209,"[4, 3]",0.019521572
55,6,0.1,0.8,0.001112405,[3],0.005443887,"[3, 3]",0.013301662
56,6,0.1,0.9,0.003355682,[1],0.059334819,"[1, 2]",0.062652526
57,6,0.2,0,9.75E-06,[3],0.009786674,"[3, 3]",0.001686102
58,6,0.2,0.8,4.83E-06,[2],0.005247986,"[2, 4]",0.016734641
59,6,0.2,0.9,4.23E-06,[3],0.016719412,"[3, 2]",0.006759099
60,6,0.3,0,6.86E-08,[2],0.032104731,"[2, 2]",0.007921466
61,6,0.3,0.8,6.25E-08,[2],0.004926322,"[2, 2]",0.012435829
62,6,0.3,0.9,4.68E-08,[5],0.00474197,"[5, 4]",0.012000463
63,7,0.1,0,0.003147876,[1],0.698894973,"[1, 3]",0.033885186
64,7,0.1,0.8,0.001715736,[2],0.143231433,"[2, 4]",0.010686008
65,7,0.1,0.9,0.006571854,[3],0.006911723,"[3, 4]",0.006943771
66,7,0.2,0,0.000369309,[2],0.013668553,"[2, 2]",0.023834787
67,7,0.2,0.8,0.000338299,[4],0.004631772,"[4, 2]",0.013309305
68,7,0.2,0.9,0.000211644,[3],0.006693615,"[3, 4]",0.00262649
69,7,0.3,0,3.49E-05,[3],0.016827152,"[3, 3]",0.004630081
70,7,0.3,0.8,0.000161904,[3],0.006519289,"[3, 3]",0.013874013
71,7,0.3,0.9,1.65E-06,[2],0.695770364,"[2, 3]",0.000912834
72,8,0.1,0,0.006996818,[4],0.012304503,"[4, 2]",0.00446198
73,8,0.1,0.8,0.027301761,[4],0.003223303,"[4, 2]",0.016905154
74,8,0.1,0.9,0.028265475,[3],0.008522541,"[3, 2]",0.062793478
75,8,0.2,0,3.38E-05,[3],0.004697195,"[3, 5]",0.013538435
76,8,0.2,0.8,1.41E-05,[2],0.080938918,"[2, 2]",0.019507629
77,8,0.2,0.9,0.000742143,[5],0.008974847,"[5, 2]",0.019009492
78,8,0.3,0,0.005843367,[2],0.004945241,"[2, 7]",0.029105911
79,8,0.3,0.8,0.000224602,[3],0.009556795,"[3, 2]",0.008315476
80,8,0.3,0.9,0.00098251,[3],0.004378912,"[3, 2]",0.005168392
81,9,0.1,0,3.18E-05,[1],0.063587272,"[1, 4]",0.053270304
82,9,0.1,0.8,2.06E-05,[3],0.003442324,"[3, 3]",0.007777746
83,9,0.1,0.9,2.69E-06,[2],0.006824634,"[2, 1]",0.040902007
84,9,0.2,0,4.91E-07,[3],0.003655106,"[3, 3]",0.001591646
85,9,0.2,0.8,0.001941314,[1],0.693580045,"[1, 4]",0.005692238
86,9,0.2,0.9,9.86E-09,[3],0.007195068,"[3, 4]",0.004148054
87,9,0.3,0,0.000551332,[3],0.004311422,"[3, 2]",0.003903183
88,9,0.3,0.8,2.98E-09,[4],0.006175044,"[4, 2]",0.008583766
89,9,0.3,0.9,0.00065608,[2],0.005999464,"[2, 2]",0.039475342
