,eta,alpha,vector,Error
0,0,0,"[5, 5]",0.9090715242397508
1,0,0,"[3, 3]",0.6564418128569439
2,0,0,"[3, 3]",1.102014596247398
3,0,0,"[2, 2]",0.5864539082897379
4,0,0,"[3, 3]",0.48324614055189397
5,0,0,"[3, 3]",0.4293001514263769
6,0,0,"[3, 3]",0.9742054240734624
7,0,0,"[2, 2]",0.4592628533785634
8,0,0,"[4, 4]",0.4830562833080241
9,0,0,"[3, 3]",0.456063579217327
