,eta,alpha,vector,Error
0,0.3,0.9,[],0.04649094452656643
1,0.3,0.0,[],0.005692036371633753
2,0.3,0.0,[],0.03243786863110162
3,0.3,0.9,[],0.03340274233260453
4,0.3,0.0,[],3.5156734925594455e-05
5,0.2,0.8,[],1.0963928185694598
6,0.2,0.9,[],0.05659057247160168
7,0.3,0.9,[],0.0357152089133937
8,0.2,0.9,[],0.3740146151462747
9,0.2,0.8,[],4.2069988804680065e-07
